rot_crop,RCI,n,RCI_unique,RCI_match
Soybeans-Corn-Corn-Misc Vegs & Fruits-Soybeans-Corn,1.41,1,3.46,FALSE
Soybeans-Corn-Corn-Misc Vegs & Fruits-Soybeans-Corn,3.24,2,3.46,FALSE
Soybeans-Corn-Corn-Misc Vegs & Fruits-Sweet Corn-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Mixed Forest-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Nonag/Undefined-Corn-Corn,0,3,NA,FALSE
Soybeans-Corn-Corn-Nonag/Undefined-Grassland/Pasture-Corn,3.74,2,NA,FALSE
Soybeans-Corn-Corn-Nonag/Undefined-Misc Vegs & Fruits-Corn,0,1,NA,FALSE
Soybeans-Corn-Corn-Nonag/Undefined-Soybeans-Corn,0,1,NA,FALSE
Soybeans-Corn-Corn-Oats-Corn-Corn,3,1,3,TRUE
Soybeans-Corn-Corn-Oats-Corn-Corn,3.74,1,3,FALSE
Soybeans-Corn-Corn-Oats-Grassland/Pasture-Corn,4.47,1,4,FALSE
Soybeans-Corn-Corn-Oats-Soybeans-Corn,3.24,2,3.46,FALSE
Soybeans-Corn-Corn-Open Water-Corn-Corn,2.74,1,3,FALSE
Soybeans-Corn-Corn-Open Water-Corn-Corn,3,1,3,TRUE
Soybeans-Corn-Corn-Open Water-Corn-Corn,3.74,2,3,FALSE
Soybeans-Corn-Corn-Open Water-Herbaceous Wetlands-Corn,3.74,2,4,FALSE
Soybeans-Corn-Corn-Other Crops-Alfalfa-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Other Crops-Corn-Corn,0,12,3,FALSE
Soybeans-Corn-Corn-Other Crops-Corn-Corn,3,11,3,TRUE
Soybeans-Corn-Corn-Other Crops-Corn-Corn,3.74,2,3,FALSE
Soybeans-Corn-Corn-Other Crops-Grassland/Pasture-Corn,3.24,1,4,FALSE
Soybeans-Corn-Corn-Other Crops-Misc Vegs & Fruits-Corn,0,2,4,FALSE
Soybeans-Corn-Corn-Other Crops-Soybeans-Corn,0,5,3.46,FALSE
Soybeans-Corn-Corn-Other Crops-Winter Wheat-Corn,0,1,4,FALSE
Soybeans-Corn-Corn-Other Hay/Non Alfalfa-Alfalfa-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Other Hay/Non Alfalfa-Corn-Corn,3,1,3,TRUE
Soybeans-Corn-Corn-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Other Small Grains-Corn-Corn,3,1,3,TRUE
Soybeans-Corn-Corn-Other Small Grains-Corn-Corn,3.74,2,3,FALSE
Soybeans-Corn-Corn-Other Small Grains-Soybeans-Corn,0,1,3.46,FALSE
Soybeans-Corn-Corn-Peas-Corn-Corn,3,5,3,TRUE
Soybeans-Corn-Corn-Peas-Corn-Corn,3.74,1,3,FALSE
Soybeans-Corn-Corn-Peas-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Corn-Corn,2.45,1,3,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Corn-Corn,3.74,2,3,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Fallow/Idle Cropland-Corn,4.47,1,4,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Pop or Orn Corn-Corn,1.73,1,3.24,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Pop or Orn Corn-Corn,2.74,1,3.24,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Pop or Orn Corn-Soybeans-Corn,3.46,1,3.46,TRUE
Soybeans-Corn-Corn-Pop or Orn Corn-Soybeans-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Potatoes-Corn-Corn,3,9,3,TRUE
Soybeans-Corn-Corn-Potatoes-Corn-Corn,3.74,1,3,FALSE
Soybeans-Corn-Corn-Potatoes-Misc Vegs & Fruits-Corn,0,2,4,FALSE
Soybeans-Corn-Corn-Potatoes-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Potatoes-Winter Wheat-Corn,4,1,4,TRUE
Soybeans-Corn-Corn-Pumpkins-Corn-Corn,0,1,3,FALSE
Soybeans-Corn-Corn-Pumpkins-Corn-Corn,2.45,4,3,FALSE
Soybeans-Corn-Corn-Pumpkins-Corn-Corn,2.74,3,3,FALSE
Soybeans-Corn-Corn-Pumpkins-Corn-Corn,3,46,3,TRUE
Soybeans-Corn-Corn-Pumpkins-Corn-Corn,3.24,1,3,FALSE
Soybeans-Corn-Corn-Pumpkins-Corn-Corn,3.74,4,3,FALSE
Soybeans-Corn-Corn-Pumpkins-Misc Vegs & Fruits-Corn,0,1,4,FALSE
Soybeans-Corn-Corn-Pumpkins-Pop or Orn Corn-Corn,3.74,2,4,FALSE
Soybeans-Corn-Corn-Pumpkins-Pop or Orn Corn-Corn,4,1,4,TRUE
Soybeans-Corn-Corn-Pumpkins-Soybeans-Corn,2.45,4,3.46,FALSE
Soybeans-Corn-Corn-Pumpkins-Soybeans-Corn,3.24,5,3.46,FALSE
Soybeans-Corn-Corn-Pumpkins-Soybeans-Corn,3.46,4,3.46,TRUE
Soybeans-Corn-Corn-Pumpkins-Winter Wheat-Corn,3.74,2,4,FALSE
Soybeans-Corn-Corn-Rice-Rice-Corn,3,1,3.24,FALSE
Soybeans-Corn-Corn-Rye-Corn-Corn,3,3,3,TRUE
Soybeans-Corn-Corn-Rye-Pop or Orn Corn-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Rye-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Sorghum-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Sorghum-Soybeans-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Alfalfa-Corn,3.24,5,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Alfalfa-Corn,3.74,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,0,1257,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,1.41,713,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,1.73,23,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,2,2,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,2.24,8,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,2.45,27968,2.45,TRUE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,2.74,1339,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,3,1903,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,3.24,1952,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,3.46,651,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,3.74,13,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,4,41,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Corn-Corn,4.24,22,2.45,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop Corn/Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Corn-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,0,46,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,88,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.45,69,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,3,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,3.24,657,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,3.46,38,3.46,TRUE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,3.74,27,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4,72,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.24,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Deciduous Forest-Corn,0,20,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Deciduous Forest-Corn,3.24,10,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Deciduous Forest-Corn,4,5,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Developed/Open Space-Corn,0,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Developed/Open Space-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Dry Beans-Corn,3.24,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,1.41,5,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,2.45,10,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,3.24,231,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,3.74,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,4,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,4.74,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,0,32,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,1.41,8,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,2.45,17,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,3.24,65,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,3.46,8,3.46,TRUE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,3.74,4,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,4,29,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Grassland/Pasture-Corn,4.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Herbaceous Wetlands-Corn,3.24,4,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Herbaceous Wetlands-Corn,4,3,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Herbs-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Misc Vegs & Fruits-Corn,0,12,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Misc Vegs & Fruits-Corn,3.24,3,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Oats-Corn,3.24,11,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Oats-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Open Water-Corn,1.41,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Open Water-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Other Hay/Non Alfalfa-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Other Hay/Non Alfalfa-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Peas-Corn,3.24,3,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pop or Orn Corn-Corn,1.41,8,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pop or Orn Corn-Corn,2.45,17,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pop or Orn Corn-Corn,3.24,36,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pop or Orn Corn-Corn,3.46,6,3.46,TRUE
Soybeans-Corn-Corn-Soybeans-Pop or Orn Corn-Corn,3.74,5,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pop or Orn Corn-Corn,4,4,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Potatoes-Corn,3.24,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pumpkins-Corn,3.24,5,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Pumpkins-Corn,3.74,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Rye-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Sorghum-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,0,70,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,1.41,91,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,1.73,193,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,2,3,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,2.24,13,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,2.45,2775,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,2.74,165,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,3,58,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,3.24,214,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,3.46,6,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,3.74,2,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Soybeans-Corn,4,5,2.65,FALSE
Soybeans-Corn-Corn-Soybeans-Sweet Corn-Corn,3.24,12,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Sweet Corn-Corn,3.74,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Sweet Corn-Corn,4.24,3,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,0,42,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,1.41,25,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,2.45,28,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,2.74,2,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,3.24,648,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,3.46,14,3.46,TRUE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,3.74,60,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,4,65,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,4.24,22,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,4.47,3,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Winter Wheat-Corn,4.74,3,3.46,FALSE
Soybeans-Corn-Corn-Soybeans-Woody Wetlands-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Corn-Sweet Corn-Corn-Corn,3,5,3,TRUE
Soybeans-Corn-Corn-Sweet Corn-Grassland/Pasture-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Sweet Corn-Pop or Orn Corn-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Sweet Corn-Soybeans-Corn,3.24,3,3.46,FALSE
Soybeans-Corn-Corn-Sweet Corn-Soybeans-Corn,3.46,1,3.46,TRUE
Soybeans-Corn-Corn-Walnuts-Grassland/Pasture-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Watermelons-Soybeans-Corn,4,1,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Clover/Wildflowers-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,0,8,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,1.41,17,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,2.45,4,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,2.74,4,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,3,102,3,TRUE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,3.24,3,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,3.74,11,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Corn-Corn,4,8,3,FALSE
Soybeans-Corn-Corn-Winter Wheat-Dbl Crop WinWht/Soybeans-Corn,3.74,6,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Dbl Crop WinWht/Soybeans-Corn,4,1,4,TRUE
Soybeans-Corn-Corn-Winter Wheat-Fallow/Idle Cropland-Corn,1.41,1,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Fallow/Idle Cropland-Corn,3.74,4,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Grassland/Pasture-Corn,1.41,3,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Grassland/Pasture-Corn,3.74,2,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Grassland/Pasture-Corn,4.47,5,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Peas-Corn,3.74,1,4,FALSE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,0,1,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,1.41,10,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,2.45,3,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,3.24,26,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,3.46,1,3.46,TRUE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,4,6,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Soybeans-Corn,4.74,1,3.46,FALSE
Soybeans-Corn-Corn-Winter Wheat-Winter Wheat-Corn,3,1,3.24,FALSE
Soybeans-Corn-Corn-Winter Wheat-Winter Wheat-Corn,3.74,1,3.24,FALSE
Soybeans-Corn-Corn-Woody Wetlands-Soybeans-Corn,1.41,1,3.46,FALSE
Soybeans-Corn-Corn-Woody Wetlands-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Dbl Crop Barley/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3.74,1,3.74,TRUE
Soybeans-Corn-Dbl Crop Barley/Soybeans-Corn-Soybeans-Corn,3.24,3,3.24,TRUE
Soybeans-Corn-Dbl Crop Corn/Soybeans-Corn-Corn-Corn,3,3,2.74,FALSE
Soybeans-Corn-Dbl Crop Corn/Soybeans-Corn-Dbl Crop Corn/Soybeans-Corn,3,1,3,TRUE
Soybeans-Corn-Dbl Crop Corn/Soybeans-Corn-Deciduous Forest-Corn,4.47,1,3.74,FALSE
Soybeans-Corn-Dbl Crop Corn/Soybeans-Corn-Fallow/Idle Cropland-Corn,3.74,1,3.74,TRUE
Soybeans-Corn-Dbl Crop Corn/Soybeans-Corn-Soybeans-Corn,3.24,14,3.24,TRUE
Soybeans-Corn-Dbl Crop Corn/Soybeans-Soybeans-Soybeans-Corn,3.24,2,3.46,FALSE
Soybeans-Corn-Dbl Crop WinWht/Corn-Corn-Corn-Corn,3.24,1,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Corn-Corn-Dbl Crop WinWht/Soybeans-Corn,3.74,1,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Corn-Corn-Soybeans-Corn,3.24,1,3.24,TRUE
Soybeans-Corn-Dbl Crop WinWht/Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.74,1,4.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Corn-Soybeans-Soybeans-Corn,2.74,2,3.46,FALSE
Soybeans-Corn-Dbl Crop WinWht/Corn-Soybeans-Winter Wheat-Corn,4,1,4.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Sorghum-Corn-Dbl Crop WinWht/Soybeans-Corn,3.74,1,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Sorghum-Corn-Soybeans-Corn,3.24,1,3.24,TRUE
Soybeans-Corn-Dbl Crop WinWht/Sorghum-Soybeans-Corn-Corn,3.46,2,3.46,TRUE
Soybeans-Corn-Dbl Crop WinWht/Sorghum-Soybeans-Soybeans-Corn,3.24,1,3.46,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Clover/Wildflowers-Other Hay/Non Alfalfa-Corn,4.47,1,4.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Alfalfa-Corn,3.74,1,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,0,1,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,1.41,7,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,1.73,3,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,2.74,20,2.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,3,151,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,3.24,8,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,3.74,6,2.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop Barley/Soybeans-Corn,4,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,0,9,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,1.41,55,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,2.45,82,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,2.74,26,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3,1672,3,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3.24,148,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3.74,124,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4,2,3,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Deciduous Forest-Corn,0,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Deciduous Forest-Corn,3.74,5,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Fallow/Idle Cropland-Corn,2.45,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Fallow/Idle Cropland-Corn,3.74,12,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Gourds-Corn,3.74,2,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Grassland/Pasture-Corn,1.41,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Grassland/Pasture-Corn,2.45,2,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Grassland/Pasture-Corn,3.46,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Grassland/Pasture-Corn,3.74,18,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Grassland/Pasture-Corn,4,10,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Potatoes-Corn,3.74,2,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,0,6,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,1.41,48,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,2.24,2,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,2.45,138,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,2.74,1,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3,1,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3.24,3299,3.24,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3.46,443,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3.74,89,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,4,110,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Winter Wheat-Corn,1.41,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Winter Wheat-Corn,3.74,46,3.74,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Winter Wheat-Corn,4,4,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn-Winter Wheat-Corn,4.47,1,3.74,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop Corn/Soybeans-Corn-Corn,4.24,1,4,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop Corn/Soybeans-Dbl Crop WinWht/Soybeans-Corn,3.74,4,4,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop Corn/Soybeans-Soybeans-Corn,4,2,4.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop Corn/Soybeans-Soybeans-Corn,4.24,3,4.24,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Corn-Dbl Crop WinWht/Soybeans-Corn,4,1,4,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Corn-Corn,3.24,3,3.24,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Corn-Corn,3.46,1,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Corn-Corn,4,1,3.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,2.45,1,3.46,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,2.74,1,3.46,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,3.24,6,3.46,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,3.46,2,3.46,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Deciduous Forest-Corn-Corn,4,1,4,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Deciduous Forest-Dbl Crop WinWht/Soybeans-Corn,4,1,4,TRUE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Deciduous Forest-Deciduous Forest-Corn,4.47,1,4,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Deciduous Forest-Soybeans-Corn,4,3,4.24,FALSE
Soybeans-Corn-Dbl Crop WinWht/Soybeans-Deciduous Forest-Winter Wheat-Corn,4.74,1,4.74,TRUE
