rot_crop,RCI,n,RCI_unique,RCI_match
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Fallow/Idle Cropland-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Grassland/Pasture-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Grassland/Pasture-Corn,2.45,5,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Soybeans-Corn,1.41,32,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Soybeans-Corn,2.45,26,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Soybeans-Corn,3,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Soybeans-Corn,4,12,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Soybeans-Corn,4.24,4,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Soybeans-Corn,4.74,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Corn-Winter Wheat-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Grassland/Pasture-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Soybeans-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Deciduous Forest-Corn-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Deciduous Forest-Dbl Crop WinWht/Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Deciduous Forest-Deciduous Forest-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Deciduous Forest-Soybeans-Corn,1.41,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Developed/Low Intensity-Developed/Low Intensity-Corn,1.73,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Developed/Open Space-Corn-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Corn-Corn,1.41,5,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Corn-Corn,2.45,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Corn-Corn,4.24,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Corn-Corn,4.74,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn,2.45,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2,8,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,3.24,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,4,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,1.41,4,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,2.45,8,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,4.24,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Winter Wheat-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Winter Wheat-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Grassland/Pasture-Winter Wheat-Corn,4.47,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Oats-Grassland/Pasture-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Sorghum-Soybeans-Corn,2.45,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Corn-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Corn-Corn,2.45,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Corn-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Corn-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Corn-Corn,4.47,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Corn-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,15,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.45,11,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,3.74,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,1.41,6,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,2.45,2,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,3,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Soybeans-Corn,1.41,6,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Soybeans-Corn,1.73,25,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Soybeans-Corn,3,3,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Soybeans-Corn,3.24,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Soybeans-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Soybeans-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Winter Wheat-Corn,1.41,4,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Winter Wheat-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Soybeans-Winter Wheat-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Winter Wheat-Corn-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Winter Wheat-Grassland/Pasture-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Winter Wheat-Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Winter Wheat-Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Grassland/Pasture-Winter Wheat-Soybeans-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Nonag/Undefined-Soybeans-Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Other Crops-Corn-Corn-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Other Crops-Corn-Corn-Corn,4.47,1,NA,FALSE
Clouds/No Data -Soybeans-Other Crops-Corn-Soybeans-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Other Crops-Corn-Soybeans-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Other Small Grains-Corn-Soybeans-Corn,4.24,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Alfalfa-Grassland/Pasture-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Corn-Corn,1.41,6,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Corn-Corn,1.73,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Corn-Corn,3,7,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Corn-Corn,3.24,5,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Corn-Corn,3.74,4,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Corn-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,1.41,3,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,2.45,3,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Developed/Open Space-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Fallow/Idle Cropland-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Grassland/Pasture-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Grassland/Pasture-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Soybeans-Corn,1.41,89,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Soybeans-Corn,2.45,97,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Soybeans-Corn,3,39,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Soybeans-Corn,3.24,17,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Soybeans-Corn,3.74,18,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Corn-Winter Wheat-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn-Corn,2.45,5,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Fallow/Idle Cropland-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Fallow/Idle Cropland-Corn,5.2,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,2.45,10,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,3.74,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Deciduous Forest-Deciduous Forest-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Deciduous Forest-Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Deciduous Forest-Soybeans-Corn,3,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Fallow/Idle Cropland-Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Fallow/Idle Cropland-Soybeans-Corn,3,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Grassland/Pasture-Corn-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Grassland/Pasture-Corn-Corn,3.24,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Grassland/Pasture-Soybeans-Corn,1.41,4,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Grassland/Pasture-Soybeans-Corn,2.45,7,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Grassland/Pasture-Soybeans-Corn,3,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Oats-Soybeans-Corn,3,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Sorghum-Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Sorghum-Soybeans-Corn,2.45,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Corn-Corn,1.41,3,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Corn-Corn,2.45,3,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Corn-Corn,2.74,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Corn-Corn,3.74,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Corn-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,7,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Fallow/Idle Cropland-Corn,2.45,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Fallow/Idle Cropland-Corn,2.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Grassland/Pasture-Corn,2.74,2,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Grassland/Pasture-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Soybeans-Corn,1.41,12,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Soybeans-Corn,1.73,47,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Soybeans-Corn,2.45,3,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Soybeans-Corn,2.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Soybeans-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Winter Wheat-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Winter Wheat-Corn,2.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Soybeans-Winter Wheat-Corn,3.46,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Spring Wheat-Soybeans-Corn,3,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Winter Wheat-Corn-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Winter Wheat-Corn-Corn,3.74,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Winter Wheat-Corn-Corn,4,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Winter Wheat-Grassland/Pasture-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Soybeans-Winter Wheat-Soybeans-Corn,3.74,2,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Corn-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Corn-Corn,1.73,2,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Corn-Corn,4.74,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Corn-Corn,5.2,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Grassland/Pasture-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Soybeans-Corn,1.41,18,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Soybeans-Corn,2.45,24,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Soybeans-Corn,4,7,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Soybeans-Corn,4.24,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Corn-Winter Wheat-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Grassland/Pasture-Soybeans-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Soybeans-Corn-Corn,2.45,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,2,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.47,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Soybeans-Winter Wheat-Corn,1.41,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Soybeans-Winter Wheat-Corn,4.47,1,NA,FALSE
Clouds/No Data -Soybeans-Winter Wheat-Winter Wheat-Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Wetlands-Soybeans-Corn-Soybeans-Corn,1.41,1,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Corn-Corn-Corn,1.73,2,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Corn-Dbl Crop WinWht/Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Corn-Soybeans-Corn,2.45,8,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Corn-Soybeans-Corn,4,1,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn,2.45,2,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Fallow/Idle Cropland-Corn-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Corn-Corn,2.45,4,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,8,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.45,15,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Grassland/Pasture-Corn,2.45,3,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Soybeans-Corn,1.41,2,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Soybeans-Corn,1.73,5,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Soybeans-Corn,4,3,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Soybeans-Winter Wheat-Corn,4.24,1,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Winter Wheat-Corn-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Corn-Winter Wheat-Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Grassland/Pasture-Corn-Grassland/Pasture-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Grassland/Pasture-Corn-Soybeans-Corn,2.45,2,NA,FALSE
Clouds/No Data -Winter Wheat-Grassland/Pasture-Corn-Winter Wheat-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.45,2,NA,FALSE
Clouds/No Data -Winter Wheat-Grassland/Pasture-Soybeans-Soybeans-Corn,1.73,1,NA,FALSE
Clouds/No Data -Winter Wheat-Grassland/Pasture-Soybeans-Winter Wheat-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Soybeans-Corn-Soybeans-Corn,2.45,6,NA,FALSE
Clouds/No Data -Winter Wheat-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.45,1,NA,FALSE
Clouds/No Data -Winter Wheat-Soybeans-Soybeans-Soybeans-Corn,1.73,2,NA,FALSE
Clover/Wildflowers-Alfalfa-Alfalfa-Alfalfa-Alfalfa-Corn,3.24,1,3.24,TRUE
Clover/Wildflowers-Alfalfa-Alfalfa-Alfalfa-Corn-Corn,3.46,1,3.24,FALSE
Clover/Wildflowers-Alfalfa-Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn,4,1,4,TRUE
Clover/Wildflowers-Alfalfa-Alfalfa-Soybeans-Corn-Corn,4.74,1,4,FALSE
Clover/Wildflowers-Alfalfa-Grassland/Pasture-Corn-Corn-Corn,4.47,1,3.46,FALSE
Clover/Wildflowers-Alfalfa-Soybeans-Corn-Corn-Corn,4.47,1,3.46,FALSE
Clover/Wildflowers-Alfalfa-Soybeans-Corn-Soybeans-Corn,3.74,1,3.74,TRUE
Clover/Wildflowers-Clover/Wildflowers-Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn,4.47,1,4.47,TRUE
Clover/Wildflowers-Corn-Alfalfa-Corn-Soybeans-Corn,4.47,1,3.74,FALSE
Clover/Wildflowers-Corn-Corn-Corn-Soybeans-Corn,3.46,1,2.74,FALSE
Clover/Wildflowers-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.47,1,4,FALSE
Clover/Wildflowers-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3.74,1,3.74,TRUE
Clover/Wildflowers-Corn-Fallow/Idle Cropland-Winter Wheat-Corn-Corn,4.24,1,4,FALSE
Clover/Wildflowers-Corn-Soybeans-Corn-Alfalfa-Corn,4.47,1,3.74,FALSE
Clover/Wildflowers-Corn-Soybeans-Corn-Clover/Wildflowers-Corn,3.24,1,3.24,TRUE
Clover/Wildflowers-Corn-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4,1,3.74,FALSE
Clover/Wildflowers-Corn-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4.47,2,3.74,FALSE
Clover/Wildflowers-Corn-Soybeans-Corn-Grassland/Pasture-Corn,4.47,1,3.74,FALSE
Clover/Wildflowers-Corn-Soybeans-Corn-Other Hay/Non Alfalfa-Corn,4.47,1,3.74,FALSE
Clover/Wildflowers-Corn-Soybeans-Corn-Soybeans-Corn,3,2,3,TRUE
Clover/Wildflowers-Corn-Soybeans-Corn-Soybeans-Corn,3.74,17,3,FALSE
Clover/Wildflowers-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Alfalfa-Corn,4.74,1,4.74,TRUE
Clover/Wildflowers-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Clover/Wildflowers-Corn,4.24,1,4.24,TRUE
Clover/Wildflowers-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.47,1,4,FALSE
Clover/Wildflowers-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Fallow/Idle Cropland-Corn,5.2,1,4.74,FALSE
Clover/Wildflowers-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Other Hay/Non Alfalfa-Corn,4.74,1,4.74,TRUE
Clover/Wildflowers-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,4.47,1,4,FALSE
Clover/Wildflowers-Corn-Soybeans-Grassland/Pasture-Grassland/Pasture-Corn,4.24,1,4.24,TRUE
Clover/Wildflowers-Corn-Soybeans-Soybeans-Oats-Corn,3.74,1,4,FALSE
Clover/Wildflowers-Corn-Soybeans-Winter Wheat-Clover/Wildflowers-Corn,4.24,1,4.24,TRUE
Clover/Wildflowers-Corn-Soybeans-Winter Wheat-Fallow/Idle Cropland-Corn,4.74,1,4.74,TRUE
Clover/Wildflowers-Corn-Soybeans-Winter Wheat-Other Hay/Non Alfalfa-Corn,4.74,1,4.74,TRUE
Clover/Wildflowers-Corn-Soybeans-Winter Wheat-Soybeans-Corn,4.47,1,4,FALSE
Clover/Wildflowers-Corn-Winter Wheat-Corn-Soybeans-Corn,4.47,1,3.74,FALSE
Clover/Wildflowers-Dbl Crop WinWht/Soybeans-Soybeans-Soybeans-Soybeans-Corn,3.46,1,3.46,TRUE
Clover/Wildflowers-Grassland/Pasture-Deciduous Forest-Other Hay/Non Alfalfa-Deciduous Forest-Corn,4.47,1,4.47,TRUE
Clover/Wildflowers-Grassland/Pasture-Soybeans-Corn-Corn-Corn,4.47,1,3.46,FALSE
Clover/Wildflowers-Grassland/Pasture-Soybeans-Corn-Grassland/Pasture-Corn,4.24,1,4,FALSE
Clover/Wildflowers-Grassland/Pasture-Soybeans-Winter Wheat-Soybeans-Corn,4,1,4.47,FALSE
Clover/Wildflowers-Other Hay/Non Alfalfa-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,5.2,1,4.74,FALSE
Clover/Wildflowers-Other Hay/Non Alfalfa-Corn-Soybeans-Soybeans-Corn,4.47,1,4,FALSE
Clover/Wildflowers-Other Hay/Non Alfalfa-Dbl Crop WinWht/Soybeans-Grassland/Pasture-Soybeans-Corn,4.47,1,5.2,FALSE
Clover/Wildflowers-Soybeans-Corn-Fallow/Idle Cropland-Soybeans-Corn,4.74,1,4.24,FALSE
Clover/Wildflowers-Soybeans-Corn-Soybeans-Corn-Corn,3.24,1,3,FALSE
Clover/Wildflowers-Soybeans-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.47,1,4,FALSE
Clover/Wildflowers-Soybeans-Corn-Soybeans-Soybeans-Corn,3,1,3.24,FALSE
Clover/Wildflowers-Soybeans-Corn-Soybeans-Soybeans-Corn,3.74,2,3.24,FALSE
Clover/Wildflowers-Soybeans-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,4.74,1,4,FALSE
Clover/Wildflowers-Soybeans-Dbl Crop WinWht/Soybeans-Grassland/Pasture-Soybeans-Corn,4.74,1,4.74,TRUE
Clover/Wildflowers-Soybeans-Soybeans-Corn-Soybeans-Corn,3.24,1,3,FALSE
Clover/Wildflowers-Soybeans-Soybeans-Corn-Soybeans-Corn,3.74,1,3,FALSE
Clover/Wildflowers-Soybeans-Soybeans-Soybeans-Alfalfa-Corn,3.46,1,3.46,TRUE
Clover/Wildflowers-Soybeans-Soybeans-Soybeans-Soybeans-Corn,2.45,1,2.45,TRUE
Clover/Wildflowers-Soybeans-Soybeans-Soybeans-Winter Wheat-Corn,3.46,1,3.46,TRUE
Clover/Wildflowers-Soybeans-Winter Wheat-Corn-Soybeans-Corn,4.24,1,4,FALSE
Clover/Wildflowers-Winter Wheat-Corn-Soybeans-Soybeans-Corn,3.74,1,4,FALSE
Clover/Wildflowers-Winter Wheat-Corn-Soybeans-Soybeans-Corn,4.47,2,4,FALSE
Clover/Wildflowers-Winter Wheat-Soybeans-Corn-Corn-Corn,4,1,3.46,FALSE
Clover/Wildflowers-Winter Wheat-Soybeans-Corn-Soybeans-Corn,3.74,1,3.74,TRUE
Clover/Wildflowers-Winter Wheat-Soybeans-Soybeans-Soybeans-Corn,2.74,1,3.46,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Alfalfa-Corn,2.45,30,2.65,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Alfalfa-Corn,3.24,20,2.65,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Corn-Corn,2.65,24,2.65,TRUE
Corn-Alfalfa-Alfalfa-Alfalfa-Corn-Corn,3.24,1,2.65,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Corn-Corn,3.46,15,2.65,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Corn-Corn,4,1,2.65,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Corn-Corn,4.24,1,2.65,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Deciduous Forest-Corn,3.24,1,3.46,FALSE
Corn-Alfalfa-Alfalfa-Alfalfa-Fallow/Idle Cropland-Corn,3.24,1,3.46,FALSE
