"rot_cropC-C-C-C-S-C" "rot_cropC-C-C-S-C-C" "rot_cropC-C-C-S-S-C" "rot_cropC-C-C-S-W-C" "rot_cropC-C-S-C-C-C" "rot_cropC-C-S-C-S-C" "rot_cropC-S-C-C-C-C" "rot_cropC-S-C-C-S-C" "rot_cropC-S-C-S-C-C" "rot_cropC-S-C-S-S-C" "rot_cropC-S-C-W-S-C" "rot_cropC-S-S-S-S-C" "rot_cropS-C-C-C-C-C" "rot_cropS-C-C-C-S-C" "rot_cropS-C-C-S-S-C" "rot_cropS-C-C-S-W-C" "rot_cropS-C-S-C-C-C" "rot_cropS-C-S-C-S-C" "rot_cropS-C-S-S-C-C" "rot_cropS-C-S-S-S-C" "rot_cropS-C-S-W-S-C" "rot_cropS-S-C-C-C-C" "rot_cropS-S-C-C-S-C" "rot_cropS-S-C-S-C-C" "rot_cropS-S-C-S-S-C" "rot_cropS-S-S-C-S-C" "rot_cropS-S-S-S-S-C" "rot_cropW-C-C-S-W-C" "pr_6" "pr_7" "pr_8" "I(I(pr_6^2))" "I(I(pr_7^2))" "I(I(pr_8^2))" "cGDD_6m" "cGDD_7m" "cGDD_8m" "EDD_6" "EDD_7" "EDD_8" "vpd_6" "vpd_7" "vpd_8" "soil_6" "soil_7" "soil_8"
"rot_cropS-C-S-W-S-C" 0.00315073537982074 0.00348150638899355 -0.00535963209854585 0.0152345823798597 0.0028941241576554 0.00399397876780251 0.00343904754922952 0.00311385144401753 0.00410864936477249 0.00463344741016562 0.0500097152218802 0.00350990931714297 0.00227852661787581 0.0051570302178881 0.00232776549973455 0.0118921601555207 0.00182460313969885 0.00457950797647589 0.00126997822059009 0.00390270539562559 0.249612027243284 0.0102803549307508 0.00646434262704591 0.0129612485392304 -0.000580562868101014 0.00311486707177499 0.00304257679551673 -0.0266407424208913 -9.30073099006787e-07 8.03346526250816e-06 -1.35494533820111e-05 -2.84873665080818e-08 -3.37429671613267e-08 3.86115723300635e-08 -8.60617046069971e-05 4.66547817987334e-05 -8.34031514353528e-05 0.00154935317438055 -0.00104850334720567 0.00274917718676418 0.00597129502077635 0.00378986364427254 -0.00348547150146714 2.27990794901216e-05 -2.12198901531937e-05 9.59681207924818e-06
"rot_cropS-S-C-C-C-C" 0.00278494107064867 0.00174992775358123 0.00937954553055199 5.47629334464245e-05 0.00212898599585718 0.00252071734209941 0.00193341294423466 0.00400950172144572 0.00387144405071449 0.00394170717956665 0.0109732806499861 0.0093639295770017 0.00190444568996805 0.00328325642768459 0.00201787598324198 -0.00102760998391286 0.00194976326243826 0.00293416799666465 0.00678540590954666 0.00500063546911017 0.0102803549307508 0.109171807310982 0.00140898099644296 0.0053956707738045 0.00166317472359873 0.000704132789882051 0.00378573786504582 0.00772488089760639 -1.23685545885391e-05 2.8454386098515e-06 -1.75372240363676e-06 3.17156631048322e-08 -6.31667212738075e-09 1.33786075063917e-08 0.000104225497581793 5.39005404193192e-05 9.60369973750769e-06 -0.0026544732980505 -0.00213587495226279 -0.00147082530000715 -0.000979340074115694 0.00438552631483722 0.00297008701425427 5.43031401566149e-06 -1.65074902934671e-05 1.89182234926211e-05
"rot_cropS-S-C-C-S-C" 0.0034499965743794 0.00457470578175293 0.00632912684773729 0.00398760366737414 0.00331244238172796 0.00506023750220101 0.00361564255132803 0.00582794506885976 0.00486480532936994 0.00554650095611186 0.00196393524971081 0.00707727437251092 0.00314892287706206 0.00502882046758109 0.00430966344918707 0.00461559624728299 0.00333631849910412 0.0051278162166197 0.011816476453341 0.00505399027759277 0.00646434262704591 0.00140898099644296 0.0624101575944469 0.00880219437537722 0.00819053466317001 0.00484537274184841 0.00592558129855849 0.00923505212348761 -4.75187130966202e-07 3.40622393550543e-07 1.70395767495677e-06 -1.09081862936616e-08 -1.51988429938912e-08 -5.38853875676506e-09 -7.26268440666338e-05 3.66434758258309e-05 -1.83721280140851e-05 0.00267703209269608 -0.00149100433770244 0.00162683161545174 -0.00784965020532064 0.00431086261720601 -0.00413755919252794 -3.5615467621788e-06 6.56466668401912e-06 2.18352710263489e-06
"rot_cropS-S-C-S-C-C" 0.00397410479591397 0.00367352023579392 0.00598183477737116 -0.00431969277658348 0.00407419761726133 0.00524006293135996 0.00452685586004807 0.00573824166898448 0.00531970828645537 0.00646554183665573 0.0263217886657186 -0.00144273702504836 0.00221342188816703 0.00593462349695419 0.0101860215309988 0.0170660021906112 0.00511544829336618 0.00528438737482942 0.00450965291885206 0.00825011479786291 0.0129612485392304 0.0053956707738045 0.00880219437537722 0.0963957435895538 0.00725820116742008 0.00688343701527086 0.00819153477264993 0.0430174846989966 -4.39402666975227e-06 8.30315238793623e-07 -1.00272928042522e-05 1.20368708746683e-08 -7.18658650249291e-09 -2.95497040532553e-09 2.01254206926371e-05 7.17374303579018e-05 -3.85282366218489e-05 -0.00221101726127783 -0.00155383466518637 0.00183461156931888 0.00477472420884486 0.00360942765159532 -0.0026748548853034 2.35790538736203e-06 -1.16650968054407e-05 1.40984658933367e-05
"rot_cropS-S-C-S-S-C" 0.00393808440151897 0.0046453200406072 0.00435899107542463 -0.00166211756926404 0.00425875116590141 0.00561840993701837 0.00418232512088693 0.00484090622501006 0.00645951401375802 0.0094259506896272 -0.00614630325808197 0.00690018101285568 0.0043028028738572 0.00633340259700005 0.00900523836963877 0.0100359104098259 0.00505491965679807 0.00663855404367411 0.00426580581585776 0.0074579902248498 -0.000580562868101014 0.00166317472359873 0.00819053466317001 0.00725820116742008 0.049316014999234 0.00788597771975676 0.0093284707393234 0.0222335767038791 -3.47896601034645e-06 -8.57334363665987e-06 -7.60398438603439e-06 1.77384082678323e-08 2.6936040396071e-08 2.8821980827442e-08 2.00112181173426e-05 5.78062354611411e-05 1.62004069703867e-05 9.86805789297319e-05 -0.00176137849897997 -0.000625331046665203 -0.000670770902877846 0.00254210564816286 0.000203723488066001 3.01282632226277e-06 2.35113315416489e-07 -6.24546827862787e-07
"rot_cropS-S-S-C-S-C" 0.00285188532039811 0.00380339699963248 0.00378890606221562 0.00158745626245402 0.00375817729203371 0.0046812426730819 0.00368854803766703 0.00462785866014811 0.00425836986955673 0.00555533906845859 -0.00445056385219116 0.0078587799035448 0.00277787282538154 0.00444202690104193 0.00679905817798886 0.00278645203084202 0.00424263614643678 0.0054632750327424 0.00475813903698837 0.00836965788944705 0.00311486707177499 0.000704132789882051 0.00484537274184841 0.00688343701527086 0.00788597771975676 0.0227025146815925 0.0122755701924086 0.0045310246760734 5.02722730141933e-06 -1.37637772773599e-06 4.53833866390945e-06 -1.40516538124598e-08 9.26464618213071e-09 -1.22396651413291e-08 3.68467074645702e-06 2.97196876418874e-05 3.76193368831612e-06 0.00065226038596204 -0.000907890083165087 -0.000382554000842642 -0.0016801524921902 0.00112679601682653 0.000530825989058702 6.94051723346201e-06 -7.32873814071334e-06 -9.75383825846506e-07
"rot_cropS-S-S-S-S-C" 0.00419740499200407 0.00456984856056544 0.00224218556137366 0.0158520676690769 0.00364047805387884 0.00644057102050681 0.00486536611025533 0.00650150259496302 0.00590997650146526 0.00702348310182979 -0.00407836558291581 0.0128558117815766 0.00449347995098481 0.00547687728063156 0.00891145308878413 0.00950094230774101 0.00384752317208885 0.00648491528186778 0.00384853942809605 0.0101814267126636 0.00304257679551673 0.00378573786504582 0.00592558129855849 0.00819153477264993 0.0093284707393234 0.0122755701924086 0.0852808594269 -0.00571502024355057 4.70413005846176e-06 -8.8768847325694e-06 -4.43743358562391e-07 -1.45889597416105e-08 3.3029429345654e-08 8.91163998241927e-09 -4.8924236794015e-06 6.86915971938637e-05 1.19504849685011e-05 0.000942234107143961 -0.0016225710078284 -0.000862466310233445 -0.00174076991307124 0.000749287548975474 0.00110902332527108 5.92101383352795e-06 -1.0857410084177e-05 3.03925047221967e-06
"rot_cropW-C-C-S-W-C" 0.00544969980442205 0.000299005472697995 0.00407162389247528 0.0393284425234015 0.00175484301292106 0.00137538545534886 0.00739537288500439 0.00960907540691928 0.00840472143652667 0.00572367796397986 -0.0327450619323808 0.00290048666723818 0.0040610171807868 0.00690719993704049 -0.00922643285969454 0.0343841157090413 0.00507301602574504 0.00215096836380628 0.0146663709789138 0.00484329693956881 -0.0266407424208913 0.00772488089760639 0.00923505212348761 0.0430174846989966 0.0222335767038791 0.0045310246760734 -0.00571502024355057 2.02812524995433 2.10969765701015e-05 7.04988782986983e-05 -4.88371453109979e-05 -9.53565453161128e-08 -2.62762560675181e-07 1.17582735221253e-07 -0.000357309262682319 -2.47806473366648e-05 0.000218852233326801 -0.00128021324736502 0.00627023034353909 -0.00279910505098924 0.0414555316896569 -0.0255411539316736 0.00204580967296325 -2.75348696722546e-05 1.1398485132196e-05 3.57913710396366e-06
"pr_6" -3.04912748110804e-06 -2.65491846077259e-06 -3.27327295240188e-05 -6.93842563212785e-06 -2.96709108823941e-06 6.83812565538399e-07 1.67340515522931e-06 -5.64684091340288e-07 -2.39470038505191e-06 -3.17260558818187e-06 3.97583695841263e-05 8.66519822437401e-06 -1.18473556350437e-06 -1.29542563200317e-09 -1.32657580423708e-05 2.05596567462951e-05 -8.54370355565243e-07 2.9901388571242e-07 -6.43742598599842e-06 -4.20742557461248e-07 -9.30073099006787e-07 -1.23685545885391e-05 -4.75187130966202e-07 -4.39402666975227e-06 -3.47896601034645e-06 5.02722730141933e-06 4.70413005846176e-06 2.10969765701015e-05 1.25635810024148e-06 -1.05335907903821e-07 -4.07652817302048e-08 -3.65593473398072e-09 3.69493285104747e-10 4.8145192090616e-11 -1.09412617652117e-06 -1.32021502116855e-08 4.63373535705796e-07 3.33731613694612e-05 2.53455829616319e-06 -1.72295935761362e-05 -1.10573297539746e-06 1.20439992323917e-05 2.49775353416354e-05 -3.14815853091983e-07 -8.33600856302636e-08 1.32655012406606e-07
"pr_7" 1.80070353279568e-06 5.30248570646611e-07 9.3364723936113e-06 8.2057498063241e-07 -9.78403185975391e-07 -1.0998496191706e-06 3.63347488231572e-06 -1.31837006700825e-06 3.2655206131807e-06 -1.59306815592812e-07 4.20237971848546e-05 -2.12855775430446e-06 3.99365006961374e-07 3.0789598598473e-06 -6.22888760576415e-06 -2.55361975183932e-06 2.16309427654918e-06 7.56334469217184e-07 2.76577726114429e-06 1.23003205402141e-05 8.03346526250816e-06 2.8454386098515e-06 3.40622393550543e-07 8.30315238793623e-07 -8.57334363665987e-06 -1.37637772773599e-06 -8.8768847325694e-06 7.04988782986983e-05 -1.05335907903821e-07 9.31769645331293e-07 4.24209696933377e-08 2.68770103534742e-10 -3.07127283231795e-09 -2.10494474684475e-10 4.74158932181463e-07 6.93226521863695e-08 -6.00472134745135e-07 -2.32744849598571e-05 5.54624355605648e-06 1.84192971389627e-05 5.29215068293302e-05 -3.2904397103082e-05 7.79446652997619e-06 1.19787841548877e-07 -9.62475399117426e-08 1.20393209074963e-08
"pr_8" -1.88079402834248e-06 -4.09069074073116e-06 -7.11711199129404e-06 -7.56638398405136e-06 1.42445229154822e-06 -1.19552231429711e-06 -1.81356087860289e-06 -4.66262297276984e-06 -3.31557863416178e-06 -5.88981966158653e-06 9.55476263556723e-06 4.78106459381933e-06 -3.58870964850003e-06 -6.26476634832199e-06 -1.37051348488059e-07 -1.20480289297505e-06 -3.76153411437864e-06 -2.4745858300185e-06 -9.02978533544056e-06 2.11272188455009e-06 -1.35494533820111e-05 -1.75372240363676e-06 1.70395767495677e-06 -1.00272928042522e-05 -7.60398438603439e-06 4.53833866390945e-06 -4.43743358562391e-07 -4.88371453109979e-05 -4.07652817302048e-08 4.24209696933377e-08 6.83991441237743e-07 9.7069318770342e-11 -2.28848457399786e-11 -2.03784099101625e-09 -1.09544301806884e-07 -1.02820067516036e-07 -1.74663468449933e-07 1.30184204114103e-05 1.24119584288178e-06 8.02280600958502e-07 -4.8373407169938e-05 -2.58484302219085e-05 2.37886468240377e-05 1.21788576930223e-07 -4.57338523100161e-08 -1.14570769759672e-07
"I(I(pr_6^2))" 7.1874292535556e-09 6.33944558216059e-09 9.43974559796987e-08 5.27059802308073e-08 9.25658631524036e-09 -1.5182228874526e-09 -1.20277297085922e-09 -1.37038961908499e-09 5.45397302713854e-09 1.05047587935365e-08 -1.3141151032099e-07 -2.93260653291431e-08 4.90594386250162e-09 -1.93446722853491e-10 3.08708975728023e-08 -5.36200612315287e-08 1.53944382662589e-09 -9.561421629719e-10 2.14812025170134e-08 -5.24042029321296e-09 -2.84873665080818e-08 3.17156631048322e-08 -1.09081862936616e-08 1.20368708746683e-08 1.77384082678323e-08 -1.40516538124598e-08 -1.45889597416105e-08 -9.53565453161128e-08 -3.65593473398072e-09 2.68770103534742e-10 9.7069318770342e-11 1.17593936098179e-11 -9.27610127282375e-13 -9.99856306150477e-14 2.07281385352832e-09 1.00050090946932e-09 -9.9714639420155e-10 -6.23850155065103e-08 -4.5132704467549e-08 2.74740034475033e-08 -1.92809679213062e-08 4.60234381259385e-08 -2.99341497962669e-08 6.96365889143027e-10 3.40828117836893e-10 -4.3430312788262e-10
"I(I(pr_7^2))" -5.90776956667681e-09 -6.26201036606183e-09 -5.4162233825053e-08 -1.29778488157301e-08 -1.72353128087082e-09 -1.01096559408104e-09 -1.85916233750521e-08 3.71259336029432e-10 -1.56057057386619e-08 1.26989892968158e-09 -1.50843923754809e-07 1.82521325119148e-08 -8.9791032297595e-09 -2.06139288170456e-08 2.45012427799e-08 -2.74510953017681e-09 -1.02807520966442e-08 -5.27044498065494e-09 -1.53826324981088e-08 -3.33229536528602e-08 -3.37429671613267e-08 -6.31667212738075e-09 -1.51988429938912e-08 -7.18658650249291e-09 2.6936040396071e-08 9.26464618213071e-09 3.3029429345654e-08 -2.62762560675181e-07 3.69493285104747e-10 -3.07127283231795e-09 -2.28848457399786e-11 -9.27610127282375e-13 1.15734122817222e-11 5.53620204511462e-13 -1.40647685225749e-09 -2.39561908034674e-10 2.56048930608876e-09 8.03982288827225e-08 -1.83061945578361e-08 -9.37553646668013e-08 -1.69448210441875e-07 7.82066333924017e-08 6.62218830340966e-08 6.03383477452193e-11 3.22031576363363e-11 -6.40674747737026e-11
"I(I(pr_8^2))" 8.7261445487292e-09 7.68836069598069e-09 3.99756184583201e-08 2.80073497584746e-08 -3.51316246504969e-09 2.54543591294047e-09 5.93567488612403e-09 1.21007663897188e-08 1.22783506198525e-08 2.86779859947281e-08 -1.79637578597207e-08 -1.05470127562332e-08 7.71707600214228e-09 2.17078997505452e-08 -5.1375776975028e-09 -1.91485180294299e-08 8.77785307043406e-09 7.82539856484490e-09 2.67825589459909e-08 -3.35527984869182e-09 3.86115723300635e-08 1.33786075063917e-08 -5.38853875676506e-09 -2.95497040532553e-09 2.8821980827442e-08 -1.22396651413291e-08 8.91163998241927e-09 1.17582735221253e-07 4.8145192090616e-11 -2.10494474684475e-10 -2.03784099101625e-09 -9.99856306150477e-14 5.53620204511462e-13 7.27754244083917e-12 -3.76771129977045e-10 -5.20463051153494e-10 1.52762559690592e-09 -1.22408760176783e-08 2.35284418978895e-08 -3.6785604126497e-08 1.05736973718173e-07 2.23453005693674e-09 -3.9791367892287e-09 -2.33987026197261e-10 2.10256257217256e-10 1.80879454019954e-10
"cGDD_6m" -3.60220147131875e-07 -8.9831713162258e-06 1.05983053875012e-05 -0.000249555408600505 -2.34218106367131e-05 -2.53236087298851e-05 -1.02667016842433e-05 8.22743267482047e-07 -1.7147489531316e-05 -7.74340187113086e-06 -0.000301628357628691 -1.50150942732446e-05 9.83311551656624e-06 -7.17843339178333e-06 8.85629594480947e-05 1.51384403061348e-05 5.54806889003525e-06 3.87294497126779e-06 6.29882001561367e-05 2.71326237341615e-05 -8.60617046069971e-05 0.000104225497581793 -7.26268440666338e-05 2.01254206926371e-05 2.00112181173426e-05 3.68467074645702e-06 -4.8924236794015e-06 -0.000357309262682319 -1.09412617652117e-06 4.74158932181463e-07 -1.09544301806884e-07 2.07281385352832e-09 -1.40647685225749e-09 -3.76771129977045e-10 3.89947336103526e-05 -1.1466958130916e-06 -8.22306804052838e-06 -0.00102474186585118 7.27868884908851e-05 0.000172093970102979 0.000755184711119365 -0.000126777187263619 -0.000146288251703432 1.79828130088696e-07 -1.57053790276812e-07 -1.55238632419165e-07
"cGDD_7m" -1.41757540632163e-06 2.62060533230264e-06 0.000111695384583858 2.91406204176951e-05 -2.2701189097316e-05 1.16170565522212e-05 1.40410320480349e-06 1.36217010201499e-05 5.48353334337076e-06 2.2591632323407e-06 -0.000299744554108504 7.20404182530065e-05 6.22758177101073e-06 4.67257375004505e-06 -3.49178760660267e-05 -7.42140925969138e-05 9.00596906760386e-06 7.70868904800287e-06 -2.28302237047361e-05 1.9238396392618e-05 4.66547817987334e-05 5.39005404193192e-05 3.66434758258309e-05 7.17374303579018e-05 5.78062354611411e-05 2.97196876418874e-05 6.86915971938637e-05 -2.47806473366648e-05 -1.32021502116855e-08 6.93226521863695e-08 -1.02820067516036e-07 1.00050090946932e-09 -2.39561908034674e-10 -5.20463051153494e-10 -1.1466958130916e-06 2.17964585402457e-05 -5.56247922877607e-06 5.09177427276627e-05 -0.00060811401351738 0.000145640147890591 -0.000178438548488295 0.000867174184633398 -0.000175644340160754 -3.13880381968595e-07 -1.17092873953676e-07 6.48057698350006e-07
"cGDD_8m" 1.50304990080484e-06 -6.33755587208766e-06 1.21878785160848e-05 -2.58344839914452e-05 2.09059695323943e-05 9.62052977158006e-06 -1.67518847361539e-06 2.13919497944538e-06 1.50034407697074e-05 5.97449601733358e-07 0.000204388548637625 -1.4763172587466e-05 -1.26980431125493e-05 1.58048350678403e-06 1.58326750918509e-05 1.95487915390623e-05 2.93019565112579e-06 -5.95123509216041e-06 4.2649163717151e-05 -2.43468607404148e-05 -8.34031514353528e-05 9.60369973750769e-06 -1.83721280140851e-05 -3.85282366218489e-05 1.62004069703867e-05 3.76193368831612e-06 1.19504849685011e-05 0.000218852233326801 4.63373535705796e-07 -6.00472134745135e-07 -1.74663468449933e-07 -9.9714639420155e-10 2.56048930608876e-09 1.52762559690592e-09 -8.22306804052838e-06 -5.56247922877607e-06 1.71322692659281e-05 0.000186741094063796 0.000173499513831479 -0.000462112255327549 3.27993690160047e-05 -0.000500314209955285 0.000522610525445573 -2.28370452696648e-07 -2.90881821164487e-07 -1.34030196038816e-07
"EDD_6" -0.000441645870994081 -0.000137930257280801 -0.00110906510206564 0.0041797429038995 0.000538758731341937 0.000453577675507246 0.000115934197521126 -0.000169501197992343 3.00932398591951e-05 0.000283534903898906 0.0104353444424248 0.00070466043752308 -0.00059218400221312 4.0503293210969e-05 -0.0021730500830232 0.00112448635990193 -0.000459367568731837 -0.000197307297790403 -0.00231678787383872 -0.00147986764987329 0.00154935317438055 -0.0026544732980505 0.00267703209269608 -0.00221101726127783 9.86805789297319e-05 0.00065226038596204 0.000942234107143961 -0.00128021324736502 3.33731613694612e-05 -2.32744849598571e-05 1.30184204114103e-05 -6.23850155065103e-08 8.03982288827225e-08 -1.22408760176783e-08 -0.00102474186585118 5.09177427276627e-05 0.000186741094063796 0.0320223219705488 -0.00460554333363541 -0.00422179086233448 -0.0399548730875666 0.0141871025205575 0.00257916374165849 4.59081271894192e-06 4.98211541364233e-06 1.03636623116653e-06
"EDD_7" 0.000201042864573819 -0.00016924474053048 -0.00303055250868458 -0.000856156698488231 0.000638627368844699 -0.000305600461153965 -4.18161204763748e-05 -0.000307906233498339 5.03239271037193e-05 -3.10057108711556e-05 0.00559314703417113 -0.000733983610404736 -0.000251628665766017 -7.8647307433946e-05 0.000470675730480314 0.00136545739878523 -0.000426893712174315 -0.000152366667633889 0.00126696776914391 -8.30138775953001e-05 -0.00104850334720567 -0.00213587495226279 -0.00149100433770244 -0.00155383466518637 -0.00176137849897997 -0.000907890083165087 -0.0016225710078284 0.00627023034353909 2.53455829616319e-06 5.54624355605648e-06 1.24119584288178e-06 -4.5132704467549e-08 -1.83061945578361e-08 2.35284418978895e-08 7.27868884908851e-05 -0.00060811401351738 0.000173499513831479 -0.00460554333363541 0.0205702587989947 -0.00469673416621109 0.0130552986007075 -0.0362398944333747 0.00653699268600992 1.10517971366011e-05 -1.53970094306403e-05 -1.26397694649006e-05
"EDD_8" -0.000178736265897382 0.000289886522825989 -0.000223775329771399 0.00199972981977689 -0.000381235412413007 -0.000129203418076106 1.24593022311723e-06 4.19770870743691e-05 -9.07154176074645e-05 -0.000241159175454671 -0.0063709644526949 0.000487479664931319 0.000563652581338007 0.000225057475478779 -9.58811514240149e-05 0.00118241948146941 9.41918835545086e-05 0.000216835081346636 -0.00101099990203922 0.000909788914060612 0.00274917718676418 -0.00147082530000715 0.00162683161545174 0.00183461156931888 -0.000625331046665203 -0.000382554000842642 -0.000862466310233445 -0.00279910505098924 -1.72295935761362e-05 1.84192971389627e-05 8.02280600958502e-07 2.74740034475033e-08 -9.37553646668013e-08 -3.6785604126497e-08 0.000172093970102979 0.000145640147890591 -0.000462112255327549 -0.00422179086233448 -0.00469673416621109 0.0162479433355945 -0.000568532352207268 0.014065548059084 -0.0235454587900526 -3.35512848095266e-06 1.98246076818557e-05 -6.26638977487416e-06
"vpd_6" 0.000742846171458955 0.000310998476573458 0.00480009227778526 0.0112362870592108 -0.000563641239865157 0.000643555182823796 0.000448184923762008 -4.40361003979064e-05 0.000976452110925684 -0.000466964509418526 -0.0111793912914073 0.00204727710224246 0.00166804991667025 0.000725603813446842 -0.000965959759747962 -0.0045035514104649 0.00124024667922186 0.000461189652929451 0.00299355324865568 0.00410980532486631 0.00597129502077635 -0.000979340074115694 -0.00784965020532064 0.00477472420884486 -0.000670770902877846 -0.0016801524921902 -0.00174076991307124 0.0414555316896569 -1.10573297539746e-06 5.29215068293302e-05 -4.8373407169938e-05 -1.92809679213062e-08 -1.69448210441875e-07 1.05736973718173e-07 0.000755184711119365 -0.000178438548488295 3.27993690160047e-05 -0.0399548730875666 0.0130552986007075 -0.000568532352207268 0.133550016528614 -0.0520538684221748 0.00495269252646848 -8.99802657593668e-06 -2.67592172160951e-05 1.29617677672541e-06
"vpd_7" -0.000557181085334332 0.000678474010017631 0.00252274206978757 -0.00157861439116792 -0.000665168530247335 0.000399153786836386 -0.000131399979821789 0.000829465680748289 -0.000454122756073946 6.80440068169084e-05 -0.00120461595722853 -0.0027062625209272 3.76852166200321e-05 -0.000257960477808654 -0.00186133299478936 -0.000153112383825002 0.000963016824383858 0.000458052124353681 -0.0035924148069409 -0.00150149002234908 0.00378986364427254 0.00438552631483722 0.00431086261720601 0.00360942765159532 0.00254210564816286 0.00112679601682653 0.000749287548975474 -0.0255411539316736 1.20439992323917e-05 -3.2904397103082e-05 -2.58484302219085e-05 4.60234381259385e-08 7.82066333924017e-08 2.23453005693674e-09 -0.000126777187263619 0.000867174184633398 -0.000500314209955285 0.0141871025205575 -0.0362398944333747 0.014065548059084 -0.0520538684221748 0.0980030238362454 -0.0252972188583389 -2.55097452236463e-05 4.83878482348563e-05 2.62055534380579e-05
"vpd_8" 0.000768950617576923 -0.000787065980484414 -0.000885025616562072 -0.00434081333182794 0.000162953901623125 -0.000108384576129542 0.000110421333929602 -2.06963563380251e-05 1.78083075854325e-05 0.000935970921057466 0.0098214224456026 -0.000372145778809711 -0.000645519932900418 -0.000656886042175733 -0.00034132231098977 -0.00260845511978054 -0.000354834237247081 -0.000255103366764403 0.000683261521904672 -0.000407895850725186 -0.00348547150146714 0.00297008701425427 -0.00413755919252794 -0.0026748548853034 0.000203723488066001 0.000530825989058702 0.00110902332527108 0.00204580967296325 2.49775353416354e-05 7.79446652997619e-06 2.37886468240377e-05 -2.99341497962669e-08 6.62218830340966e-08 -3.9791367892287e-09 -0.000146288251703432 -0.000175644340160754 0.000522610525445573 0.00257916374165849 0.00653699268600992 -0.0235454587900526 0.00495269252646848 -0.0252972188583389 0.0485461764546726 9.69852092283825e-06 -3.08994675992792e-05 1.65348663836765e-05
"soil_6" -6.29748212671264e-08 1.19800377142886e-06 5.18286868261973e-06 4.01790036043012e-05 -1.22497650930823e-06 -1.35358031758691e-06 3.29808184438289e-06 -4.17253286475062e-06 -1.18031355189442e-06 -3.02337477065236e-06 7.75586325559558e-06 2.7299846580037e-06 -3.20321569067686e-06 -1.07022492389171e-06 -8.55384893575013e-06 -3.72915478144968e-05 -1.49418628031796e-06 -6.75247437843715e-07 6.8607407088985e-06 7.31112896664957e-06 2.27990794901216e-05 5.43031401566149e-06 -3.5615467621788e-06 2.35790538736203e-06 3.01282632226277e-06 6.94051723346201e-06 5.92101383352795e-06 -2.75348696722546e-05 -3.14815853091983e-07 1.19787841548877e-07 1.21788576930223e-07 6.96365889143027e-10 6.03383477452193e-11 -2.33987026197261e-10 1.79828130088696e-07 -3.13880381968595e-07 -2.28370452696648e-07 4.59081271894192e-06 1.10517971366011e-05 -3.35512848095266e-06 -8.99802657593668e-06 -2.55097452236463e-05 9.69852092283825e-06 1.25253277172613e-06 -4.95899414705396e-07 -9.07156032406634e-08
"soil_7" -8.97647660909774e-07 -3.65829657353302e-07 -1.38933706224526e-05 -3.22371724083388e-05 2.70703644907381e-06 -2.25162676303449e-06 -3.98961909236372e-06 -5.85329975927803e-06 3.05255139591897e-06 1.16472693224282e-06 -3.16748556216984e-05 -1.27014016550239e-05 -3.43168633206663e-07 6.8619507126052e-08 -6.50528249671051e-06 -2.5346861844261e-05 3.13266864992942e-06 -1.93822882096237e-06 2.29818837268282e-06 -1.26795198706508e-05 -2.12198901531937e-05 -1.65074902934671e-05 6.56466668401912e-06 -1.16650968054407e-05 2.35113315416489e-07 -7.32873814071334e-06 -1.0857410084177e-05 1.1398485132196e-05 -8.33600856302636e-08 -9.62475399117426e-08 -4.57338523100161e-08 3.40828117836893e-10 3.22031576363363e-11 2.10256257217256e-10 -1.57053790276812e-07 -1.17092873953676e-07 -2.90881821164487e-07 4.98211541364233e-06 -1.53970094306403e-05 1.98246076818557e-05 -2.67592172160951e-05 4.83878482348563e-05 -3.08994675992792e-05 -4.95899414705396e-07 1.3322974761032e-06 -6.88933693023149e-07
"soil_8" 1.03850308402559e-06 3.95425280748082e-07 6.63522629471897e-06 -5.55251116497155e-06 -3.33962259712956e-06 1.56495549993425e-06 -6.23680565420564e-07 7.47222394574999e-06 -2.52325630250728e-07 1.83723362129657e-06 5.30114539072485e-05 2.13181919364675e-06 1.83578101657567e-06 7.49795789192207e-07 1.22508296113826e-05 4.80734577767267e-06 -1.22209918778966e-06 1.71850273357377e-06 -5.895808494376e-06 7.12545985206775e-06 9.59681207924818e-06 1.89182234926211e-05 2.18352710263489e-06 1.40984658933367e-05 -6.24546827862787e-07 -9.75383825846506e-07 3.03925047221967e-06 3.57913710396366e-06 1.32655012406606e-07 1.20393209074963e-08 -1.14570769759672e-07 -4.3430312788262e-10 -6.40674747737026e-11 1.80879454019954e-10 -1.55238632419165e-07 6.48057698350006e-07 -1.34030196038816e-07 1.03636623116653e-06 -1.26397694649006e-05 -6.26638977487416e-06 1.29617677672541e-06 2.62055534380579e-05 1.65348663836765e-05 -9.07156032406634e-08 -6.88933693023149e-07 8.19445124998564e-07
