"","rot_cropC-C-C-C-S-C","rot_cropC-C-C-S-C-C","rot_cropC-C-C-S-S-C","rot_cropC-C-C-S-W-C","rot_cropC-C-S-C-C-C","rot_cropC-C-S-C-S-C","rot_cropC-S-C-C-C-C","rot_cropC-S-C-C-S-C","rot_cropC-S-C-S-C-C","rot_cropC-S-C-S-S-C","rot_cropC-S-C-W-S-C","rot_cropC-S-S-S-S-C","rot_cropS-C-C-C-C-C","rot_cropS-C-C-C-S-C","rot_cropS-C-C-S-S-C","rot_cropS-C-C-S-W-C","rot_cropS-C-S-C-C-C","rot_cropS-C-S-C-S-C","rot_cropS-C-S-S-C-C","rot_cropS-C-S-S-S-C","rot_cropS-C-S-W-S-C","rot_cropS-S-C-C-C-C","rot_cropS-S-C-C-S-C","rot_cropS-S-C-S-C-C","rot_cropS-S-C-S-S-C","rot_cropS-S-S-C-S-C","rot_cropS-S-S-S-S-C","rot_cropW-C-C-S-W-C","pr_6","pr_7","pr_8","I(I(pr_6^2))","I(I(pr_7^2))","I(I(pr_8^2))","cGDD_6m","cGDD_7m","cGDD_8m","EDD_6","EDD_7","EDD_8","vpd_6","vpd_7","vpd_8","soil_6","soil_7","soil_8"
"rot_cropS-C-S-W-S-C",3037.46699502384,2543.24363205353,7192.5589042562,512.954005496706,1807.59498622799,3285.22095374537,1702.13155887826,2058.20342551257,3015.66211923618,5277.47453541768,5074.32920970115,-16.7118428225972,1736.18331577813,3214.01813196157,3445.20725566422,10192.5649988888,3508.56392987908,3991.37815354269,4466.45378962343,4727.81459148104,105128.123961758,7038.1245172228,2603.19249609524,8386.00099934775,3109.04599756908,5589.45687450901,4850.54938726997,10542.4860854919,10.3356331351566,-14.8385770615779,-0.0219030814962395,-0.0277440654229529,0.0451190814260019,-0.013967597102565,44.0283770040222,29.0215392800384,-93.9688489137369,-1437.05913255778,-809.728458604382,2328.00975567525,2529.74648402092,3221.58915076275,-3407.73070492748,-6.90022151933798,-9.55921279779869,11.1323315133317
"rot_cropS-S-C-C-C-C",3609.64131858881,3145.31459845116,-560.540192123676,6029.06147857433,2739.54286113502,2063.63529671704,2698.04769881416,3170.5466721211,3665.76450137862,3441.95943292443,7161.2877873249,3512.12634319953,2285.15365870929,2542.03742216964,5904.98370329024,2365.36923386073,3950.52388258893,3034.02448689869,4784.28019931225,3861.91733095309,7038.1245172228,108157.485736399,4698.42762382483,7168.53230551931,4934.29338156576,2888.50542661832,5482.14991807577,3869.73711169495,0.299339578867666,2.60585648422456,8.12733777854409,-0.0229199767915121,-0.00694569276348167,-0.0303195157618358,-34.5868228652653,30.1261319885443,-18.5959326081459,348.465472600645,-887.124194871809,518.608504545109,1193.02138008416,90.9360367101173,797.768622332512,9.93910752643786,0.108177773322478,-5.68307312113523
"rot_cropS-S-C-C-S-C",2740.44716045558,3050.52427755818,8595.1011293009,3414.05627130499,3799.13671797148,5001.75459662078,3885.67641090261,4647.35223464312,3731.77155948888,4517.04483022295,7222.34115038149,4677.90145444956,2343.95431321787,4309.47311825747,4700.86319572636,5618.07418854624,3235.03280800675,4832.44013096282,12681.4788847499,1480.10100585421,2603.19249609524,4698.42762382483,38975.3546484052,4637.02413997369,4353.17932277894,5004.3253356237,6295.07935195646,6507.94080173542,-11.0873463894778,-3.8527629257848,-2.06896330994594,0.0411461558162572,0.0237894193670278,-0.00150985763892582,14.4521752155027,3.96147842786416,-25.8507294038227,-382.515527077445,264.766606415743,-694.768012070481,-617.586529123309,-967.97763316274,3302.37198947671,3.98988339545503,-18.4457153017613,15.0800886025615
"rot_cropS-S-C-S-C-C",3747.81572984572,4180.37544968686,8211.86152119908,-5367.87964965404,3900.51208914946,4821.10027435685,4607.05763505663,5268.30619585622,5584.66904244176,4834.66602616186,4533.4058548366,6730.47096140595,3176.4045545374,4536.48251438037,5093.56353689949,3254.39042496764,4745.20053653716,4984.51399369426,724.203217407294,5575.00525287504,8386.00099934775,7168.53230551931,4637.02413997369,63742.2639892307,5001.92437841936,4557.75705841745,6906.27930103514,5264.26624124735,8.66318971318673,12.5253371239951,-6.89401438172546,-0.022067179120827,-0.038965300677008,0.0194412268816633,38.8847549219996,54.7243876922363,-68.7362405269192,-1855.44345888784,-892.284985800111,1604.01932299891,4906.81848062445,957.58623520594,-1182.62938987686,-1.17239484180991,-6.98685156064391,3.68273426017235
"rot_cropS-S-C-S-S-C",2872.22011033503,3966.62004056295,3622.10234810357,2480.26027923556,3398.80384357644,3939.60821529087,3357.63946856545,4565.72661047489,4215.27551762215,6853.71490324209,6490.53624996028,8108.45806914766,3102.27688191242,4655.52182659389,5850.23046320012,1104.29958865391,3961.12284411647,5016.74530145829,3906.36319251942,8655.21977114175,3109.04599756908,4934.29338156576,4353.17932277894,5001.92437841936,24930.0895998213,5846.43925310012,9122.83428410537,5688.29478064703,-14.6147384281919,1.57740168347381,-8.08137335107861,0.0456858298258694,0.00722843302315471,0.0306487139576735,34.401442059917,38.1563277513403,8.82721289305985,-844.764962278174,-805.542753828023,-847.564813975277,672.0443110279,-502.542392260973,2187.75141164658,9.05126709601822,-6.39368794530951,5.95497814047664
"rot_cropS-S-S-C-S-C",2790.50517475982,2511.55423690756,7133.68662708996,8857.56136677586,2904.49769162822,4358.21263545436,3499.07464018113,4286.16950890252,4356.62508782683,4707.28686961805,8217.69056798981,8547.77659995439,2558.76491847629,4163.53972931999,4252.22515436583,5292.68756051225,3918.18081828791,4906.88622675283,3272.4019113817,13168.434319085,5589.45687450901,2888.50542661832,5004.3253356237,4557.75705841745,5846.43925310012,17488.3647434373,9329.95028150846,2153.74097302891,-17.4728960433827,5.85290777566195,-8.60053748288642,0.0606818132177463,-0.00869742682632563,0.00694469133368707,73.7823709506274,86.6322164022108,-61.7157485564294,-3043.13548243432,-2340.13281304151,-214.614628238162,5835.88293016037,-452.231451001588,3774.09654455467,5.83263713753962,-20.2590477573706,14.5658057380546
"rot_cropS-S-S-S-S-C",3661.15535326228,2804.57822155799,7184.12142853101,8151.81693702479,3579.3335928015,4820.54703764179,4099.94384615253,5080.52824697763,4701.56204288134,5737.24966689492,11089.4992590571,6616.9468549113,2921.63969007997,4971.99132684989,5890.9838116139,4656.07761981653,4502.65039380815,5489.85496919645,5520.21254362849,10015.1658546463,4850.54938726997,5482.14991807577,6295.07935195646,6906.27930103514,9122.83428410537,9329.95028150846,27852.4034108649,-1504.32919248897,-15.982909961107,-0.68016631332141,-7.43366946119694,0.0541191303707422,0.00742896475336218,0.0153529436478201,5.97053922809753,10.4570904849445,-16.110857903435,-527.142100894527,-318.453341154815,-197.426576982102,1103.14485621377,-84.3552787609005,1156.44613061913,6.23398782322005,-9.48330182989724,6.11836034770759
"rot_cropW-C-C-S-W-C",2597.60597560352,2658.95355407929,-2420.42036190676,21093.197206794,6199.37238273646,4486.55921817511,3584.26826030334,2962.50696806826,2956.45716962268,4282.32253027788,3206.57049609561,2301.64381841114,1675.30055183917,6060.20463347978,12424.8273061537,9223.74198698951,2770.94390392875,3937.94007062574,2143.36099606209,-2528.99057828992,10542.4860854919,3869.73711169495,6507.94080173542,5264.26624124735,5688.29478064703,2153.74097302891,-1504.32919248897,348089.257307575,6.98419479943679,0.355796601734891,17.2464419295288,-0.0277643462162298,-0.0143691652370764,-0.0107329063417158,-5.70207188320731,-106.33391944339,40.2485370266542,981.370951671341,4421.40927905083,-1218.78048976572,-1665.89232947793,-8116.99884200999,4365.58055645363,4.12728393742194,-0.0903916894534071,-24.3312965425467
"pr_6",-4.34062166138325,-4.90294839287949,-13.4280959758843,-6.92263262729896,-8.13287612767653,-5.85312982498365,-24.9176538713026,-15.7186707419098,-5.45506922308255,-6.50870948495901,33.2882055961327,3.13883654240161,-3.88793096505148,-9.5201218968712,-22.1796440009974,-28.0418417799693,-15.2019928816667,-6.27622108765008,-12.5650735368874,-28.5446026229602,10.3356331351566,0.299339578867666,-11.0873463894778,8.66318971318673,-14.6147384281919,-17.4728960433827,-15.982909961107,6.98419479943679,3.15574239261049,-0.176645332925346,0.190212832315526,-0.0105996177971125,0.000726472144369423,-0.000597041820923695,-0.386216437807349,-3.5375431797851,0.743716496729538,16.447463237437,89.788716480239,-9.86721379137075,6.56165575860664,-10.2630490970483,-4.6704820358986,-0.589076525971509,-0.00124805355042409,0.0667907698907345
"pr_7",-4.21397805597066,4.00329183197793,-12.4072651213124,-11.0442289425511,-4.24855251006582,-4.23777652930324,30.4627395294379,0.227497243792416,0.096274619285642,-10.9501029636281,8.57990947162886,8.98333166874959,-1.95937405569163,3.68135806621,-4.49124523112691,4.06488559504599,5.18125835157276,-0.179978764511748,-12.8073619013286,6.00390147651422,-14.8385770615779,2.60585648422456,-3.8527629257848,12.5253371239951,1.57740168347381,5.85290777566195,-0.68016631332141,0.355796601734891,-0.176645332925346,0.81255899765969,-0.123242469277831,0.000255017063421925,-0.00264273451215866,0.000340050756914861,1.83738405034678,2.70901961710942,-0.328265794129014,-52.7982147263656,-54.1139260058008,14.7880581464009,97.3767023582779,-41.3910106748092,5.44332927721453,0.104243262095496,-0.236859120072276,0.141877445804696
